WDJname,GaiaEDR3,Pwd,amax,MassH,e_MassH,MassHe,e_MassHe,Massmix,e_Massmix,rgeo,Radius (pc),Radius (m),Mass (kg)
WDJ004842.97+441055.63,3.76E+17,0.720621,0.601301,0.265882,1.64E-01,0.258045,0.156652,0.222909,0.150948,524.039,0.3151052,9.72E+15,5.03E+29
WDJ003626.81+492422.44,3.91E+17,0.825885,0.571665,0.26681,1.40E-01,0.271475,0.154127,0.25882,0.169229,824.7958,0.4715069,1.46E+16,5.05E+29
WDJ004143.60+431714.57,3.88E+17,0.953024,0.53144,0.266871,1.41E-01,0.282883,0.159593,0.276537,0.211495,809.9588,0.4304445,1.33E+16,5.05E+29
WDJ003604.86-465403.48,4.98E+18,0.722126,0.484474,0.2669,1.09E-01,0.265802,0.109492,0.230144,0.092801,438.9838,0.2126762,6.56E+15,5.05E+29
WDJ004719.55+565516.15,4.25E+17,0.823375,1.016636,0.266995,1.60E-01,0.279162,0.14517,,,217.5894,0.2212091,6.83E+15,5.05E+29
WDJ004323.45+244628.59,2.81E+18,0.9739,0.507183,0.267774,1.42E-01,0.287292,0.159442,0.285306,0.168848,761.8599,0.3864024,1.19E+16,5.06E+29
WDJ003133.24+343714.47,3.65E+17,0.925273,0.372902,0.268555,1.39E-01,0.369264,0.150347,0.37167,0.150646,1617.285,0.6030886,1.86E+16,5.08E+29
WDJ002517.79+630127.89,4.31E+17,0.727487,0.799181,0.269205,1.67E-01,0.301211,0.236096,0.297472,0.293017,1126.857,0.9005624,2.78E+16,5.09E+29
WDJ004641.49-724649.87,4.69E+18,0.963872,0.524802,0.2696,1.38E-01,0.261988,0.140111,0.262339,0.142793,903.4968,0.4741569,1.46E+16,5.10E+29
WDJ003906.86-370128.91,5.00E+18,0.953504,0.675165,0.270082,2.68E-01,,,,,1321.574,0.8922808,2.75E+16,5.11E+29
WDJ003546.89+535407.82,4.18E+17,0.870198,0.365255,0.270285,3.28E-02,0.295022,0.032743,,,100.8957,0.0368527,1.14E+15,5.11E+29
WDJ003827.98-520533.49,4.93E+18,0.992816,0.810328,0.270899,1.71E-01,0.295423,0.155059,,,186.8451,0.1514058,4.67E+15,5.12E+29
WDJ004016.63-125950.95,2.38E+18,0.97407,0.764352,0.271373,2.51E-01,,,,,1044.19,0.7981286,2.46E+16,5.13E+29
WDJ003538.06+171125.40,2.78E+18,0.970991,0.50709,0.271483,1.26E-01,0.348147,0.162881,0.351967,0.165649,984.3646,0.4991614,1.54E+16,5.13E+29
WDJ003211.94+225243.83,2.81E+18,0.972171,0.647364,0.271628,2.42E-01,,,,,1194.701,0.7734061,2.39E+16,5.14E+29
WDJ004703.34-272927.37,2.34E+18,0.785553,1.549893,0.271742,2.46E-01,,,,,235.1455,0.3644502,1.13E+16,5.14E+29
WDJ004619.28-665339.94,4.71E+18,0.906428,0.994153,0.272277,1.36E-01,0.277882,0.222101,,,1783.365,1.7729371,5.47E+16,5.15E+29
WDJ004803.52+551632.24,4.18E+17,0.748792,0.866486,0.273868,2.06E-01,0.289796,0.235333,0.273409,0.261097,2123.229,1.8397484,5.68E+16,5.18E+29
WDJ002746.36+315317.25,2.86E+18,0.806821,1.279709,0.274299,2.08E-01,0.278014,0.184121,,,312.8627,0.4003731,1.24E+16,5.19E+29
WDJ004218.84+453705.08,3.88E+17,0.8745,0.762747,0.274458,1.91E-01,0.28704,0.275431,,,2356.31,1.7972683,5.55E+16,5.19E+29
WDJ003146.14+281445.12,2.86E+18,0.981628,0.607476,0.27447,1.52E-01,0.286145,0.164015,0.285993,0.155578,826.6804,0.5021885,1.55E+16,5.19E+29
WDJ002755.18-162410.97,2.37E+18,0.799257,0.680711,0.274525,9.08E-02,0.278577,0.088449,,,220.3755,0.150012,4.63E+15,5.19E+29
WDJ003012.62-280501.17,2.32E+18,0.978649,0.770543,0.274539,2.65E-01,,,,,1092.199,0.8415866,2.60E+16,5.19E+29
WDJ004656.73+382636.50,3.68E+17,0.76416,0.54783,0.274994,1.41E-01,0.26737,0.133647,0.231402,0.124962,466.8141,0.2557348,7.89E+15,5.20E+29
WDJ002633.70-381010.05,5.00E+18,0.851875,1.470602,0.27528,1.52E-01,0.284551,0.074348,,,886.0372,1.3030076,4.02E+16,5.21E+29
WDJ004903.82-094637.58,2.47E+18,0.911396,1.237175,0.275519,9.73E-04,0.290927,0.195888,0.289603,0.182685,1014.627,1.2552703,3.87E+16,5.21E+29
WDJ004647.55+103126.73,2.77E+18,0.951655,0.831347,0.275632,1.73E-01,0.291422,0.190941,0.29154,0.19505,784.9171,0.6525384,2.01E+16,5.21E+29
WDJ002614.75+073432.38,2.75E+18,0.98944,0.772312,0.275651,1.12E-01,0.340921,0.104053,,,85.69323,0.0661819,2.04E+15,5.21E+29
WDJ004723.87+544533.73,4.18E+17,0.716184,1.409737,0.275651,6.28E-02,0.289172,0.02042,0.255521,0.202709,2068.597,2.9161767,9.00E+16,5.21E+29
WDJ002639.63+205046.71,2.80E+18,0.80364,0.462495,0.276089,8.78E-02,0.285265,0.091504,0.247185,0.074748,290.448,0.1343308,4.15E+15,5.22E+29
WDJ004623.09-311740.41,5.01E+18,0.820104,0.132714,0.276126,1.16E-02,0.274912,0.011471,0.239378,0.009363,102.6575,0.0136241,4.20E+14,5.22E+29
WDJ003752.07+474923.32,3.91E+17,0.899685,0.878058,0.277178,1.84E-01,0.295368,0.241869,0.290783,0.282679,1177.749,1.0341316,3.19E+16,5.24E+29
WDJ003932.35-205929.59,2.35E+18,0.910895,1.217283,0.277316,1.79E-01,0.276613,0.16524,0.259582,0.127379,744.9812,0.9068527,2.80E+16,5.24E+29
WDJ004326.83+460324.52,3.90E+17,0.710725,0.435992,0.277317,1.11E-01,0.297362,0.110582,0.253423,0.103033,317.8448,0.1385778,4.28E+15,5.24E+29
WDJ003512.91+190508.14,2.79E+18,0.79484,0.877454,0.277335,2.10E-01,0.277366,0.193985,0.251696,0.206952,671.9767,0.5896286,1.82E+16,5.24E+29
WDJ004542.79-462001.23,4.98E+18,0.866878,0.615644,0.277445,2.08E-01,0.276711,0.181434,0.245996,0.178055,735.6759,0.4529144,1.40E+16,5.25E+29
WDJ004127.61-012852.69,2.53E+18,0.8925,1.095143,0.277898,2.12E-01,0.282986,0.271834,,,867.6348,0.950184,2.93E+16,5.26E+29
WDJ003139.67-082040.18,2.43E+18,0.912234,1.427675,0.278297,1.65E-01,,,,,795.5134,1.1357342,3.51E+16,5.26E+29
WDJ002956.45+333903.07,2.86E+18,0.861,0.535129,0.278599,1.04E-01,0.270845,0.102186,0.245392,0.112991,498.7779,0.2669105,8.24E+15,5.27E+29
WDJ002938.47-230344.19,2.35E+18,0.977918,0.756376,0.278745,2.58E-01,,,,,916.7271,0.6933903,2.14E+16,5.27E+29
WDJ004135.41+543900.97,4.18E+17,0.713407,1.345948,0.279295,7.22E-02,0.296723,0.161217,0.28341,0.115203,2613.472,3.5175959,1.09E+17,5.28E+29
WDJ002518.96-290609.03,2.32E+18,0.788257,0.855761,0.279954,2.18E-01,0.281295,0.207471,0.243927,0.173004,401.5915,0.3436663,1.06E+16,5.29E+29
WDJ003333.95-505840.19,4.93E+18,0.908937,0.659002,0.280061,2.07E-01,0.280221,0.186345,,,380.4556,0.250721,7.74E+15,5.30E+29
WDJ004227.27-481045.83,4.98E+18,0.838068,0.129658,0.280429,1.54E-02,0.28001,0.014844,,,121.8649,0.0158008,4.88E+14,5.30E+29
WDJ003804.76+543701.15,4.18E+17,0.909442,0.799341,0.281323,1.19E-01,0.302202,0.105752,,,160.5224,0.1283121,3.96E+15,5.32E+29
WDJ002606.46+301558.60,2.86E+18,0.989671,0.401947,0.281531,1.05E-01,0.313062,0.116901,0.313109,0.116868,670.3251,0.2694351,8.31E+15,5.32E+29
WDJ002809.13+390048.17,3.79E+17,0.94601,0.45867,0.282001,1.35E-01,0.296099,0.164186,0.288783,0.23268,662.5876,0.3039091,9.38E+15,5.33E+29
WDJ003611.76-173239.56,2.36E+18,0.987997,0.236357,0.28257,5.69E-02,0.334384,0.061885,0.336513,0.062134,494.9296,0.1169801,3.61E+15,5.34E+29
WDJ005015.85-724213.07,4.69E+18,0.985243,0.422233,0.283061,7.29E-02,0.301311,0.088703,0.297797,0.097547,574.9067,0.2427446,7.49E+15,5.35E+29
WDJ004138.80-093456.30,2.43E+18,0.862402,1.173062,0.283106,2.17E-01,0.273793,0.185295,0.247857,0.177984,611.1824,0.7169547,2.21E+16,5.35E+29
WDJ004732.29+035156.49,2.55E+18,0.785964,1.13901,0.284174,2.57E-01,0.283512,0.234113,0.248689,0.187366,676.0721,0.7700527,2.38E+16,5.37E+29
WDJ002858.88-534518.91,4.92E+18,0.986772,0.426685,0.284198,1.03E-01,0.273801,0.110368,0.258113,0.131712,630.1317,0.2688677,8.30E+15,5.37E+29
WDJ004553.63+402205.36,3.69E+17,0.806529,0.466246,0.284259,1.24E-01,0.282491,0.119387,0.246099,0.115152,440.1564,0.2052211,6.33E+15,5.38E+29
WDJ004851.91+352206.01,3.64E+17,0.882144,0.558351,0.28438,1.45E-01,0.293706,0.143045,0.253501,0.138469,516.8026,0.2885572,8.90E+15,5.38E+29
WDJ003951.77+453510.28,3.88E+17,0.925298,0.382412,0.284611,1.62E-01,0.378298,0.151021,0.380616,0.152262,1786.048,0.6830062,2.11E+16,5.38E+29
WDJ003639.43-404557.08,4.99E+18,0.88555,2.558068,0.285289,1.10E-01,0.319943,0.125445,,,367.303,0.9395851,2.90E+16,5.39E+29
WDJ002952.25+300018.93,2.86E+18,0.878625,0.893012,0.285399,2.34E-01,,,,,1017.614,0.9087413,2.80E+16,5.40E+29
WDJ004628.24+343320.56,3.62E+17,0.983763,0.075576,0.285629,5.97E-03,0.290134,0.007186,0.273376,0.007206,129.3965,0.0097793,3.02E+14,5.40E+29
WDJ004911.64-453547.86,4.98E+18,0.991083,0.110542,0.286212,1.23E-02,0.291586,0.015015,0.279231,0.015168,257.124,0.028423,8.77E+14,5.41E+29
WDJ003025.55+374836.82,3.79E+17,0.797693,1.448468,0.286643,1.57E-01,0.289019,0.173676,0.266737,0.258815,1065.004,1.5426239,4.76E+16,5.42E+29
WDJ003615.43+832226.05,5.67E+17,0.924399,0.734881,0.287318,2.04E-01,0.322158,0.258925,0.322386,0.257655,1005.318,0.738789,2.28E+16,5.43E+29
WDJ004937.53-511950.65,4.93E+18,0.892839,0.835593,0.28733,1.69E-01,0.337347,0.132758,,,152.2949,0.1272566,3.93E+15,5.43E+29
WDJ004207.91-164501.28,2.37E+18,0.850393,0.91198,0.287666,1.27E-01,0.334541,0.108578,,,117.0818,0.1067763,3.30E+15,5.44E+29
WDJ003054.10+262704.32,2.81E+18,0.923666,1.041823,0.288418,7.19E-02,,,,,1190.595,1.2403894,3.83E+16,5.45E+29
WDJ002608.61+323031.13,2.86E+18,0.956023,0.649105,0.288779,1.94E-01,0.306323,0.231965,0.303692,0.264658,935.5858,0.6072934,1.87E+16,5.46E+29
WDJ003628.19-705922.27,4.69E+18,0.954602,0.99378,0.288939,2.40E-01,,,,,1008.628,1.0023537,3.09E+16,5.46E+29
WDJ004915.60+195741.27,2.79E+18,0.982968,0.538324,0.289892,2.51E-01,,,,,862.8986,0.464519,1.43E+16,5.48E+29
WDJ004947.00-310313.21,5.03E+18,0.82585,1.02866,0.290409,2.06E-01,0.294681,0.180359,,,267.5219,0.275189,8.49E+15,5.49E+29
WDJ004234.24-574602.18,4.91E+18,0.764604,1.264353,0.291185,2.43E-01,0.292546,0.215381,,,314.2423,0.3973131,1.23E+16,5.51E+29
WDJ004818.59-530714.45,4.92E+18,0.944317,0.689901,0.291587,1.94E-01,0.298334,0.208278,0.27941,0.275216,764.878,0.52769,1.63E+16,5.51E+29
WDJ002511.11+121712.39,2.75E+18,0.906515,0.180019,0.291975,2.77E-02,0.288699,0.025238,0.25062,0.019466,157.6903,0.0283873,8.76E+14,5.52E+29
WDJ003010.65-605732.18,4.91E+18,0.897177,0.475502,0.292561,1.09E-01,0.312081,0.093413,,,139.3105,0.0662424,2.04E+15,5.53E+29
WDJ004524.56-062657.53,2.52E+18,0.905957,0.811272,0.292939,1.46E-01,0.296531,0.151262,0.274146,0.166632,577.8228,0.4687714,1.45E+16,5.54E+29
WDJ003334.78-344749.99,5.01E+18,0.991106,0.689069,0.292968,1.91E-01,0.30375,0.198911,0.302615,0.21423,997.8723,0.6876028,2.12E+16,5.54E+29
WDJ004230.48-083249.36,2.52E+18,0.816672,0.739829,0.293573,1.35E-01,0.294254,0.1384,0.252874,0.1234,383.6635,0.2838454,8.76E+15,5.55E+29
WDJ004712.01+180047.29,2.78E+18,0.88523,1.354412,0.293845,6.87E-02,0.310543,0.179834,0.29843,0.22026,914.0142,1.2379515,3.82E+16,5.56E+29
WDJ002527.53-685857.77,4.70E+18,0.882938,0.811762,0.29386,1.72E-01,0.303369,0.13757,,,203.339,0.1650629,5.09E+15,5.56E+29
WDJ004740.44-071745.03,2.52E+18,0.903269,1.299415,0.294204,2.60E-01,0.29415,0.284485,,,768.6244,0.9987618,3.08E+16,5.56E+29
WDJ002645.53-002531.82,2.54E+18,0.879774,0.168228,0.294758,1.91E-02,0.291715,0.018768,0.25122,0.011856,123.5121,0.0207782,6.41E+14,5.57E+29
WDJ004549.02+284144.23,2.81E+18,0.803974,0.852622,0.295424,2.33E-01,0.288125,0.22325,0.268237,0.25108,770.645,0.6570688,2.03E+16,5.59E+29
WDJ003648.69-520900.50,4.93E+18,0.913772,0.648041,0.296086,1.57E-01,0.286596,0.153644,0.259331,0.172436,633.703,0.4106655,1.27E+16,5.60E+29
WDJ003340.62+742300.43,5.39E+17,0.866857,0.353455,0.29655,5.15E-02,0.296705,0.049976,,,167.0187,0.0590336,1.82E+15,5.61E+29
WDJ004529.14+373651.77,3.67E+17,0.897431,0.421945,0.297291,1.72E-01,0.270425,0.147798,0.240503,0.15939,493.908,0.208402,6.43E+15,5.62E+29
WDJ004334.09+172048.30,2.78E+18,0.862647,1.199394,0.29839,2.84E-01,0.291446,0.26979,,,844.2255,1.0125587,3.12E+16,5.64E+29
WDJ003412.05-630324.94,4.90E+18,0.881345,0.398291,0.298906,1.05E-01,0.286471,0.096242,0.250518,0.096328,419.8139,0.1672081,5.16E+15,5.65E+29
WDJ002707.51+330816.78,2.86E+18,0.964766,0.790835,0.299525,2.78E-01,0.343338,0.287394,0.344967,0.291777,1244.028,0.983821,3.04E+16,5.66E+29
WDJ004418.87+435718.43,3.88E+17,0.951203,0.710916,0.299571,2.21E-01,0.316529,0.287676,,,1073.153,0.7629215,2.35E+16,5.66E+29
WDJ003401.94-343108.98,5.01E+18,0.898764,0.910674,0.299724,2.49E-01,0.288005,0.210165,0.257616,0.227166,623.4223,0.5677344,1.75E+16,5.67E+29
WDJ004839.80-080034.43,2.52E+18,0.992974,0.139255,0.299837,9.54E-03,0.303203,0.011381,0.288428,0.011523,160.3996,0.0223365,6.89E+14,5.67E+29
WDJ002704.00-085922.07,2.43E+18,0.842366,1.093842,0.300277,2.95E-01,0.28553,0.250602,0.254586,0.238847,610.1647,0.6674237,2.06E+16,5.68E+29
WDJ004159.41+524414.03,4.16E+17,0.854913,0.4015,0.300518,9.27E-02,0.29833,0.097805,0.278467,0.113823,494.5392,0.1985575,6.13E+15,5.68E+29
WDJ003140.35-141624.86,2.37E+18,0.890129,1.107704,0.301273,9.38E-02,0.290194,0.022784,0.271976,0.013236,794.7137,0.8803073,2.72E+16,5.70E+29
WDJ004833.42-054105.13,2.52E+18,0.841421,1.007163,0.302411,2.51E-01,0.300934,0.222565,0.265954,0.242662,670.8975,0.675703,2.09E+16,5.72E+29
WDJ003124.86-151356.99,2.37E+18,0.922098,0.219688,0.302533,2.63E-02,0.320196,0.025091,,,69.42771,0.0152524,4.71E+14,5.72E+29
WDJ004138.68+160723.51,2.78E+18,0.985882,0.623542,0.303075,1.82E-01,0.333914,0.21875,0.334143,0.2165,853.1955,0.5320032,1.64E+16,5.73E+29
WDJ003943.81+073015.71,2.56E+18,0.91883,0.466434,0.303415,7.56E-02,0.307162,0.079532,0.282802,0.094595,421.054,0.1963939,6.06E+15,5.74E+29
WDJ004603.80+343530.08,3.62E+17,0.759525,1.275904,0.303628,2.53E-01,0.293016,0.210076,0.265768,0.144481,897.5028,1.1451271,3.53E+16,5.74E+29
WDJ004142.81-000134.64,2.54E+18,0.98129,1.105685,0.303647,1.99E-01,0.304297,0.224615,0.295163,0.27395,1006.398,1.1127594,3.43E+16,5.74E+29
WDJ004753.34-023526.46,2.53E+18,0.842938,1.276632,0.303701,2.45E-01,0.303594,0.22004,,,347.75,0.4439487,1.37E+16,5.74E+29
WDJ003453.71-455953.88,4.98E+18,0.963064,0.881089,0.303833,2.25E-01,0.309804,0.238881,0.296523,0.255675,811.0944,0.7146462,2.21E+16,5.75E+29
WDJ002958.18+314412.50,2.86E+18,0.974793,0.918469,0.303914,2.49E-01,0.344066,0.30558,0.34413,0.3033,914.445,0.8398893,2.59E+16,5.75E+29
WDJ004253.54-073836.93,2.52E+18,0.790653,0.901248,0.304663,1.24E-01,0.30573,0.124574,,,228.6688,0.2060872,6.36E+15,5.76E+29
WDJ004327.78+285048.96,2.81E+18,0.913826,0.26462,0.304813,2.49E-02,0.298221,0.022975,0.262221,0.017873,173.0392,0.0457896,1.41E+15,5.76E+29
WDJ004226.41+415509.27,3.81E+17,0.835477,1.266337,0.305,2.38E-01,0.305664,0.213445,,,302.039,0.382483,1.18E+16,5.77E+29
WDJ003631.96+365557.72,3.67E+17,0.985316,0.533806,0.306667,2.48E-01,,,,,908.8838,0.4851676,1.50E+16,5.80E+29
WDJ004200.64-732247.16,4.69E+18,0.95938,0.453239,0.307042,2.11E-01,0.291882,0.214862,0.292213,0.210905,915.163,0.4147875,1.28E+16,5.81E+29
WDJ004614.91-495314.70,4.93E+18,0.880972,0.565087,0.307997,1.67E-01,0.300598,0.139184,0.263489,0.162158,574.5687,0.3246813,1.00E+16,5.82E+29
WDJ004538.80+111220.61,2.77E+18,0.960959,0.342216,0.308668,3.59E-02,0.316923,0.043972,0.305751,0.048996,311.7556,0.1066878,3.29E+15,5.84E+29
WDJ003602.09-733345.72,4.69E+18,0.873305,0.246379,0.308945,2.71E-01,0.139475,0.083554,0.138967,0.085871,1190.767,0.2933799,9.05E+15,5.84E+29
WDJ003313.85+263117.22,2.81E+18,0.911177,0.242514,0.310017,2.49E-02,0.314512,0.02428,,,90.98559,0.0220653,6.81E+14,5.86E+29
WDJ002919.87-695942.03,4.70E+18,0.976082,0.466259,0.310643,1.17E-01,0.316633,0.137352,0.30391,0.164774,643.4658,0.3000217,9.26E+15,5.87E+29
WDJ003125.13+051127.30,2.55E+18,0.835491,0.963244,0.310759,2.15E-01,0.311783,0.190204,,,239.6076,0.2308005,7.12E+15,5.88E+29
WDJ004808.60+133548.87,2.78E+18,0.909299,1.086393,0.310794,2.35E-01,0.325572,0.256736,,,646.4671,0.7023172,2.17E+16,5.88E+29
WDJ002614.82-072027.16,2.43E+18,0.843427,0.902164,0.311048,2.38E-01,0.30156,0.202831,0.25692,0.173834,421.8497,0.3805775,1.17E+16,5.88E+29
WDJ002552.08+242433.26,2.81E+18,0.995411,0.341806,0.311105,7.69E-02,0.33018,0.085577,0.329818,0.087585,518.6663,0.1772833,5.47E+15,5.88E+29
WDJ004420.89-131423.83,2.38E+18,0.905041,0.752711,0.311314,1.05E-01,0.318745,0.098754,,,143.7987,0.1082388,3.34E+15,5.89E+29
WDJ004441.60-622014.47,4.90E+18,0.8646,0.528723,0.312258,1.26E-01,0.371971,0.112211,,,108.4945,0.0573635,1.77E+15,5.90E+29
WDJ004723.66-274947.71,2.34E+18,0.911419,0.382401,0.312311,5.31E-02,0.316494,0.051535,,,128.1483,0.049004,1.51E+15,5.91E+29
WDJ004613.93+512934.59,4.15E+17,0.76626,0.568466,0.312479,2.17E-01,0.375633,0.218002,0.310701,0.230094,448.6235,0.2550272,7.87E+15,5.91E+29
WDJ004405.59-363834.10,5.00E+18,0.931229,0.127747,0.31304,2.00E-02,0.313538,0.01916,,,48.11876,0.006147,1.90E+14,5.92E+29
WDJ002619.34+395432.41,3.80E+17,0.884332,1.111327,0.31307,8.31E-02,0.326614,0.052561,0.315473,0.062353,1852.598,2.0588414,6.35E+16,5.92E+29
WDJ003738.35-350914.35,5.00E+18,0.990621,0.577069,0.313194,1.58E-01,0.340793,0.181224,0.340128,0.191241,731.0601,0.4218721,1.30E+16,5.92E+29
WDJ003047.17-471236.37,4.98E+18,0.997476,0.035995,0.313436,5.76E-03,0.342645,0.007056,0.342786,0.007061,96.21023,0.0034631,1.07E+14,5.93E+29
WDJ003025.99-034817.98,2.53E+18,0.754154,1.364353,0.314186,2.53E-01,0.312079,0.236982,0.2653,0.192158,368.3313,0.5025337,1.55E+16,5.94E+29
WDJ002511.01-714407.78,4.69E+18,0.991797,0.313663,0.314424,5.13E-02,0.330955,0.060052,0.329403,0.063609,486.1932,0.1525008,4.71E+15,5.95E+29
WDJ004855.80+394250.17,3.68E+17,0.841405,1.203556,0.315216,3.03E-01,,,,,3145.534,3.785825,1.17E+17,5.96E+29
WDJ003532.75-580638.25,4.91E+18,0.886596,0.544418,0.315326,1.02E-01,0.31409,0.099537,,,224.0308,0.1219664,3.76E+15,5.96E+29
WDJ004840.65-761036.89,4.68E+18,0.915594,1.030531,0.315335,2.35E-01,0.308379,0.243129,,,756.3409,0.7794326,2.41E+16,5.96E+29
WDJ004916.78-155225.66,2.37E+18,0.944878,1.449565,0.316199,2.97E-01,,,,,846.8384,1.2275468,3.79E+16,5.98E+29
WDJ005010.33-731310.30,4.69E+18,0.97909,0.403118,0.316256,1.29E-01,0.296063,0.137782,0.296249,0.13633,721.8284,0.290982,8.98E+15,5.98E+29
WDJ003104.80+032650.77,2.55E+18,0.970996,0.412408,0.316576,7.77E-02,0.310996,0.080718,0.287542,0.094618,408.6795,0.1685427,5.20E+15,5.99E+29
WDJ004700.68+364929.11,3.67E+17,0.889331,0.770395,0.317033,1.65E-01,0.35925,0.131355,,,132.4308,0.102024,3.15E+15,6.00E+29
WDJ005008.76-500653.06,4.93E+18,0.93516,0.773717,0.317164,2.70E-01,0.311638,0.276619,,,853.7796,0.6605837,2.04E+16,6.00E+29
WDJ004729.10+845408.69,5.74E+17,0.851223,0.872522,0.317406,2.98E-01,,,,,803.2162,0.7008237,2.16E+16,6.00E+29
WDJ004658.10-432835.79,4.99E+18,0.947303,0.958792,0.317522,2.42E-01,0.338566,0.335124,,,857.6669,0.822324,2.54E+16,6.00E+29
WDJ002526.22+545517.67,4.21E+17,0.885805,1.046855,0.317937,2.84E-01,0.339128,0.323034,,,1156.121,1.2102908,3.74E+16,6.01E+29
WDJ004408.03+071403.24,2.56E+18,0.885174,1.329403,0.318021,3.01E-01,0.327147,0.302898,,,720.8339,0.9582785,2.96E+16,6.01E+29
WDJ002858.11-631359.93,4.90E+18,0.902564,0.451521,0.318617,1.65E-01,0.297533,0.13877,0.258345,0.141425,470.9541,0.2126456,6.56E+15,6.03E+29
WDJ003515.83-441800.67,4.98E+18,0.824561,0.814108,0.318844,2.80E-01,0.316264,0.253935,0.266364,0.210313,619.6133,0.5044321,1.56E+16,6.03E+29
WDJ004311.02-560031.63,4.92E+18,0.91923,0.409322,0.318957,7.99E-02,0.322933,0.076789,,,166.2859,0.0680645,2.10E+15,6.03E+29
WDJ004249.78-382655.20,5.00E+18,0.948721,0.324681,0.319604,8.86E-02,0.302736,0.080831,0.26988,0.094619,350.3986,0.1137678,3.51E+15,6.04E+29
WDJ003625.64+122146.11,2.78E+18,0.850996,1.095938,0.320458,1.69E-01,0.323172,0.176328,0.304261,0.210282,555.9924,0.609333,1.88E+16,6.06E+29
WDJ003723.75-482155.88,4.97E+18,0.984165,0.071178,0.320471,1.01E-02,0.317209,0.010484,0.287813,0.010377,127.8848,0.0091026,2.81E+14,6.06E+29
WDJ004530.26-594253.03,4.90E+18,0.963425,0.532447,0.320632,1.89E-01,0.308546,0.236532,,,636.8562,0.3390922,1.05E+16,6.06E+29
WDJ003141.30-611530.95,4.90E+18,0.993001,0.598837,0.320864,1.26E-01,0.334078,0.121948,0.333874,0.128597,641.5605,0.3841902,1.19E+16,6.07E+29
WDJ004005.34-792937.60,4.63E+18,0.985528,0.40716,0.321349,7.33E-02,0.333698,0.091459,0.327755,0.103377,487.7925,0.1986096,6.13E+15,6.08E+29
WDJ003414.13+414513.66,3.81E+17,0.888057,0.56046,0.321699,2.19E-01,0.304819,0.178375,0.26933,0.20839,532.5511,0.2984736,9.21E+15,6.08E+29
WDJ004518.15-563457.10,4.91E+18,0.82688,1.065784,0.321967,2.46E-01,0.320467,0.22209,,,329.048,0.350694,1.08E+16,6.09E+29
WDJ004638.90-213930.25,2.35E+18,0.996928,0.171784,0.322081,1.68E-02,0.337671,0.020744,0.333097,0.022718,208.8496,0.035877,1.11E+15,6.09E+29
WDJ002700.73-692701.42,4.70E+18,0.864599,1.057063,0.322355,1.62E-01,0.363789,0.129393,,,145.7007,0.1540147,4.75E+15,6.10E+29
WDJ004423.87+203737.81,2.80E+18,0.791814,0.974342,0.323053,1.90E-01,0.309642,0.166221,0.263618,0.149932,397.8161,0.3876089,1.20E+16,6.11E+29
WDJ002541.83+503926.16,3.95E+17,0.746674,1.351219,0.323517,3.01E-01,,,,,1589.31,2.1475051,6.63E+16,6.12E+29
WDJ003917.53+454222.51,3.88E+17,0.944409,0.372022,0.323663,9.63E-02,0.32206,0.100312,0.29502,0.11958,447.1676,0.1663562,5.13E+15,6.12E+29
WDJ004455.06+060348.99,2.56E+18,0.967398,0.945901,0.323985,2.12E-01,0.340915,0.26134,0.336748,0.302567,780.7822,0.7385425,2.28E+16,6.13E+29
WDJ003618.31-092525.99,2.43E+18,0.967155,0.963349,0.324864,2.88E-01,,,,,677.7961,0.6529541,2.02E+16,6.14E+29
WDJ004256.43+805141.09,5.67E+17,0.745284,0.873061,0.325032,2.49E-01,0.330921,0.298215,,,697.4748,0.608938,1.88E+16,6.15E+29
WDJ004329.82+222159.17,2.80E+18,0.9793,0.611395,0.325453,1.27E-01,0.339242,0.154063,0.332863,0.185596,687.0236,0.4200427,1.30E+16,6.15E+29
WDJ002751.76-151626.41,2.37E+18,0.835937,0.168607,0.326049,1.24E-01,0.186343,0.06997,0.196445,0.083432,592.5796,0.0999131,3.08E+15,6.17E+29
WDJ004940.17-185808.53,2.36E+18,0.861577,0.719157,0.326145,1.09E-01,0.318993,0.108018,0.269708,0.093297,303.5609,0.2183079,6.74E+15,6.17E+29
WDJ003021.40+250633.46,2.81E+18,0.880368,0.663111,0.3263,1.20E-01,0.325909,0.123403,0.275351,0.107251,250.6484,0.1662077,5.13E+15,6.17E+29
WDJ002535.09+392143.51,3.79E+17,0.995622,0.227082,0.326716,4.45E-02,0.34595,0.050127,0.346115,0.049667,381.0455,0.0865286,2.67E+15,6.18E+29
WDJ003652.01-652522.01,4.71E+18,0.992321,0.523296,0.326731,1.37E-01,0.341792,0.159073,0.338842,0.181575,740.5267,0.3875146,1.20E+16,6.18E+29
WDJ004744.98+573210.26,4.25E+17,0.75662,0.75363,0.327045,3.08E-01,,,,,2486.747,1.8740866,5.78E+16,6.18E+29
WDJ002600.05+425829.57,3.82E+17,0.781654,1.584799,0.327369,3.07E-01,0.324752,0.285503,,,435.0651,0.6894905,2.13E+16,6.19E+29
WDJ002602.29-103751.86,2.42E+18,0.948322,0.095718,0.327994,1.27E-02,0.31659,0.011341,0.27113,0.007917,87.86024,0.0084098,2.60E+14,6.20E+29
WDJ002831.46+474454.49,3.90E+17,0.840573,0.535076,0.32828,1.28E-01,0.322693,0.122265,0.273228,0.120241,437.2419,0.2339576,7.22E+15,6.21E+29
